YEAR_MONTH,REGIONAL_OFFICE_NAME,REGIONAL_OFFICE_CODE,ICB_NAME,ICB_CODE,PCO_NAME,PCO_CODE,PRACTICE_NAME,PRACTICE_CODE,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,POSTCODE,BNF_CHEMICAL_SUBSTANCE,CHEMICAL_SUBSTANCE_BNF_DESCR,BNF_CODE,BNF_DESCRIPTION,BNF_CHAPTER_PLUS_CODE,QUANTITY,ITEMS,TOTAL_QUANTITY,ADQUSAGE,NIC,ACTUAL_COST,UNIDENTIFIED,SNOMED_CODE
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000610,Jobst Elvarex Soft custom fit class 2 (23-32mmHg) below knee,21: Appliances,2,3,6,0,231,231,false,16608111000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001179,Haddenham Pertex custom fit velcro strap for lymphoedema garment lower extremities,21: Appliances,4,1,4,0,13.52,13.52,false,21363311000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000927,Jobst FarrowWrap (20-30mmHg) lite footpiece,21: Appliances,2,1,2,0,80,80,false,19986411000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000928,Jobst FarrowWrap (20-30mmHg) lite legpiece,21: Appliances,2,10,20,0,2857.6,2801.32883,false,19986011000001102
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002836,Mediven Cosy MTM silicone topband for lymphoedema garment lower extremities,21: Appliances,2,3,6,0,51.48,51.48,false,38633911000001100
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001068,Mediven Mondi MTM class 2 (23-32mmHg) below knee open toe,21: Appliances,2,1,2,0,77.8,77.8,false,20399511000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001123,Jobst Elvarex Soft custom fit class 1 (18-21mmHg) below knee,21: Appliances,2,4,8,0,289.84,289.84,false,21236911000001102
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270001680,Jobst FarrowWrap (30-40mmHg) strong footpiece,21: Appliances,2,1,2,0,79.3,79.3,false,27155911000001109
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002824,Mediven Cosy MTM class 1 (18-21mmHg) thigh length open toe,21: Appliances,2,2,4,0,170.88,170.88,false,38631511000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001195,Haddenham Pertex custom fit silicone grip top for lymphoedema garment upper extremities,21: Appliances,2,1,2,0,9.02,9.02,false,21358611000001104
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002826,Mediven Cosy MTM class 1 (18-21mmHg) tights open toe,21: Appliances,1,10,10,0,1545.2,1545.2,false,38631911000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001414,Juzo Expert adhesive border for,21: Appliances,6,1,6,0,24.72,24.72,false,23739311000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270001161,Haddenham Pertex custom fit class 1 (18-21mmHg) below knee,21: Appliances,6,3,18,0,639.18,639.18,false,21359411000001105
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270000928,Jobst FarrowWrap (20-30mmHg) lite legpiece,21: Appliances,4,1,4,0,571.52,571.52,false,19986011000001102
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000460,Haddenham Veni class 2 (23-32mmHg) thigh length closed toe with grip top,21: Appliances,4,1,4,0,108.44,108.44,false,14477611000001100
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001175,Haddenham Pertex custom fit silicone grip top for lymphoedema garment lower extremities,21: Appliances,8,1,8,0,67.6,67.6,false,21362211000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002484,Haddenham Veni MTO class 1 (18-21mmHg) tights closed toe,21: Appliances,3,1,3,0,161.28,161.28,false,34630611000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002512,Haddenham Veni MTO extra wide for lymphoedema garment,21: Appliances,3,1,3,0,0,0,false,34661311000001107
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001179,Haddenham Pertex custom fit velcro strap for lymphoedema garment lower extremities,21: Appliances,21,1,21,0,70.98,70.98,false,21363311000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002826,Mediven Cosy MTM class 1 (18-21mmHg) tights open toe,21: Appliances,1,1,1,0,154.52,154.52,false,38631911000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000927,Jobst FarrowWrap (20-30mmHg) lite footpiece,21: Appliances,2,2,4,0,160,144.26445,false,19987411000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001121,Jobst Elvarex adjustable waistband for lymphoedema garment,21: Appliances,1,1,1,0,10.18,10.18,false,21237811000001109
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002513,Haddenham Veni MTO non-standard colour for lymphoedema garment,21: Appliances,2,4,8,0,0,0,false,34661511000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002513,Haddenham Veni MTO non-standard colour for lymphoedema garment,21: Appliances,6,1,6,0,0,0,false,34661511000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001287,Juzo Soft class 1 (18-21mmHg) below knee closed toe with silicone top band,21: Appliances,2,2,4,0,57.62,57.62,false,22816411000001105
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002513,Haddenham Veni MTO non-standard colour for lymphoedema garment,21: Appliances,4,1,4,0,0,0,false,34661511000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000608,Haddenham Microfine (20-36mmHg) toe cap with compressive toes,21: Appliances,8,1,8,0,234.88,211.75621,false,16468611000001104
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002098,Juzo Adjustable Compression System Light calf,21: Appliances,2,6,12,0,1109.04,1090.84525,false,31920311000001104
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002541,Mediven Plus class 2 (23-32mmHg) made to measure below knee,21: Appliances,2,1,2,0,58.88,58.88,false,35261511000001109
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002373,Haddenham EasyWrap Strong (30-40mmHg) foot,21: Appliances,4,2,8,0,312.64,312.64,false,34499911000001107
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002541,Mediven Plus class 2 (23-32mmHg) made to measure below knee,21: Appliances,4,1,4,0,117.76,117.76,false,35261511000001109
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000518,Mediven Elegance class 1 (18-21mmHg) tights closed toe,21: Appliances,2,1,2,0,121.88,121.88,false,15387711000001100
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001179,Haddenham Pertex custom fit velcro strap for lymphoedema garment lower extremities,21: Appliances,30,1,30,0,101.4,101.4,false,21363311000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001056,Sigvaris MTM Style Semitransparent class 1 (18-21mmHg) panty closed toe,21: Appliances,2,1,2,0,311.54,311.54,false,20199711000001105
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001123,Jobst Elvarex Soft custom fit class 1 (18-21mmHg) below knee,21: Appliances,4,9,36,0,1304.28,1304.28,false,21236911000001102
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002916,ReadyWrap foot CT wrap,21: Appliances,2,1,2,0,81.14,73.15993,false,41039111000001103
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001178,Haddenham Pertex custom fit velcro fastening for lymphoedema garment lower extremities,21: Appliances,1,1,1,0,22.55,22.55,false,21363111000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001239,Mediven active class 2 (23-32mmHg) below knee closed toe,21: Appliances,2,1,2,0,31.37,28.29239,false,22550111000001109
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001498,Juzo Expert Strong closed toe for,21: Appliances,4,2,8,0,4.32,4.32,false,23746711000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002824,Mediven Cosy MTM class 1 (18-21mmHg) thigh length open toe,21: Appliances,4,2,8,0,341.76,341.76,false,38631511000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270000121,Jobst Elvarex silicone band for lymphoedema garment lower extremities,21: Appliances,2,1,2,0,17.48,17.48,false,10107811000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000910,Jobst Elvarex Soft non-standard colour for lymphoedema garment lower extremities,21: Appliances,4,18,72,0,241.92,241.92,false,19668411000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002900,Haddenham Comfiwave (15-21mmHg) armsleeve with mitten,21: Appliances,1,2,2,0,300.78,300.78,false,40802011000001109
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001179,Haddenham Pertex custom fit velcro strap for lymphoedema garment lower extremities,21: Appliances,48,1,48,0,162.24,162.24,false,21363311000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001179,Haddenham Pertex custom fit velcro strap for lymphoedema garment lower extremities,21: Appliances,10,3,30,0,101.4,101.4,false,21363311000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000830,Sigvaris Essential Comfortable class 1 (18-21mmHg) panty closed toe plus,21: Appliances,1,1,1,0,56.86,56.86,false,19003511000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002703,Juzo Adjustable Compression System Light liner,21: Appliances,6,1,6,0,56.25,56.25,false,36622611000001108
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000613,Jobst Elvarex Soft closed toe for lymphoedema garment,21: Appliances,6,2,12,0,1.44,1.44,false,16609811000001106
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270001681,Jobst FarrowWrap (30-40mmHg) strong legpiece,21: Appliances,1,1,1,0,141.62,141.62,false,27160511000001100
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001090,Haddenham Star Cotton class 2 (23-32mmHg) below knee closed toe extra wide,21: Appliances,4,1,4,0,65.5,65.5,false,20791011000001103
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000101,Jobst Elvarex custom fit class 2 (23-32mmHg) below knee,21: Appliances,4,6,24,0,942.96,942.96,false,10101811000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270000412,Mediven for men class 1 (18-21mmHg) below knee closed toe,21: Appliances,4,1,4,0,62.12,62.12,false,19218511000001105
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001520,Mediven harmony class 1 (15-21mmHg) glove,21: Appliances,2,1,2,0,92.14,92.14,false,24072311000001101
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001065,Mediven Mondi MTM class 1 (18-21mmHg) below knee open toe,21: Appliances,4,2,8,0,297.12,297.12,false,20396411000001100
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270001075,Mediven Mondi MTM silicone topband for lymphoedema garment lower extremities,21: Appliances,2,3,6,0,51.96,51.96,false,20403411000001102
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002098,Juzo Adjustable Compression System Light calf,21: Appliances,1,7,7,0,646.94,646.94,false,31920311000001104
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,LYMPHOEDEMA SERVICE FOR SANDWELL CCG,Y05724,BLOCK B,WEST HEATH HOSPITAL,BIRMINGHAM,WEST MIDLANDS,B38 8HR,2127,Lymphoedema Garments,21270002844,Juzo Classic Seamless class 2 (23-32mmHg) combined armsleeve with grip top and glove,21: Appliances,1,1,1,0,62.63,62.63,false,38952011000001105
202501,MIDLANDS,Y60,NHS BIRMINGHAM AND SOLIHULL INTEGRATED C,QHL,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUN,RYW00,BCHC MEDICINES MANAGEMENT,Y03942,WEST HEATH HOSPITAL,REDNAL ROAD,BIRMINGHAM,,B38 8HR,2127,Lymphoedema Garments,21270002096,Juzo Adjustable Compression System Light foot,21: Appliances,2,4,8,0,304.4,304.4,false,31877411000001104
